FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,SECTOR,SECTOR_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GE,"Government expenditure, Total",XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,14442000000.0,15248000000.0,15571000000.0,15571000000.0,15973000000.0,17833000000.0,16952000000.0,18050000000.0,19170000000.0,20050000000.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GE,"Government expenditure, Total",XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,18050000000.0,19170000000.0,20050000000.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,3.66975057597109,4.32985687820521,4.62076220865286,5.58797557751906,5.74470986441028,6.09465873763797,6.21131566385431,6.37874076804604,6.65824368583099,7.68607797230154,7.84604178733597,8.00063710576896,13.3460186474117,13.8678075240972,12.5238578456737,,,,,,,,,,17.3352373448597,16.9676312567167,19.2450825774277,16.9123503464603,14.8320986767636,14.9229682123203,18.3383873821886,16.9818205186521,14.8246631726059,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6722854023987,13.2936475862802,12.6733523097734,,,,,,,,,,19.2103013211855,18.9636171906747,21.2267723952922,18.9258934942773,16.7007540706723,16.8885730291025,19.6295467985903,17.766504018512,16.4992673945528,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,9.45059073678952,10.2091354437742,10.7625068944485,13.089738814084,13.6041363939962,14.0884021707341,13.7592543752624,13.6506023618043,13.7415656751663,15.1599147407399,15.1765040764391,15.3163022933727,17.6979302431717,17.927362080184,17.2105191863356,,,,,,,,,,25.2469508696814,25.5472407800446,27.3557517488829,24.8917936092361,23.05654531824,22.48746214474,25.9291472180949,23.3687927039274,22.4370333984734,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,1.99585430384509,1.89309486844953,1.45926076275414,1.07174529220564,1.00866728449695,0.95644016941258,0.884410583283421,0.891196786182098,0.910711117586747,0.938933887006953,0.763597689380582,0.799477866191644,1.46069007154803,1.90605510952322,1.52712172659599,,,,,,,,,,2.51235703637107,2.58915975785685,2.49811636187828,2.65463728721818,2.64039538100071,2.35577544329666,2.33215654122578,2.08312488864385,2.48199831909881,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98552586588,26.8255059070435,26.516804004634,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23723158757659,2.00417733236274,2.23786008777605,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_SG,Sector: State governments,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,7.47446139095382,7.96302280623354,8.74064718008053,10.0716828934854,9.99686452580078,9.95428460013648,9.41019302012033,9.61454769342782,10.0565963278955,11.2210549078688,11.0588230480998,11.8390828606149,9.61098529123526,9.59665794376602,10.5821571638838,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GE,"Government expenditure, Total",PT_GDP,Percentage of GDP,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,3.78498585697333,3.98618369711945,4.68248392304146,6.43001794435925,6.85075924508899,7.03730326368353,6.66352812812467,6.3806648075762,6.1726108717486,6.53490288143144,6.56686459972253,6.51618732141212,5.52154524293569,5.18500979002344,5.25380495071867,,,,,,,,,,9.61451169814949,10.6183227281354,11.1114751050252,11.5610259736473,10.679106846871,10.4633723388716,13.4811043792511,9.98852206331009,9.81520569241269,
